num,EDAD,P6_1,P6_5,P6_7_4,P6_7_5,P6_9_4,P6_9_5,P7_3,P7_4,P7_5,P7_6_1,P7_6_2,P7_6_3,P7_6_4,P7_6_5,P7_6_6,P7_8_4,P7_8_5,P7_8_6,P7_8_7,P7_15,P7_16_1,P7_16_2,P7_16_3,P7_16_4,P7_16_5,P7_16_6,P7_16_7,P7_16_8,P7_16_9,P7_16_10,P7_17_1,P7_18_1,P7_23,P7_28,DOMINIO,TLOC,ESTRATO,SEXO,ENT
483,75,2,0,0,0,0,0,1,4,3,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,1,9
484,56,2,0,0,0,0,0,1,1,3,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,3,2,9
485,54,1,10,2,2,2,1,1,10,3,1,1,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,0,1,U,1,3,1,9
486,70,2,0,0,0,0,0,1,2,1,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,3,2,9
487,25,2,0,0,0,0,0,1,5,1,2,2,2,1,1,1,2,1,1,2,1,1,2,1,2,2,1,1,2,2,2,1,2,0,2,U,1,3,1,9
488,43,1,2,2,2,1,1,1,3,1,2,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,3,1,U,1,3,2,9
489,13,1,5,2,2,1,1,1,5,3,1,2,2,1,1,2,2,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,0,2,U,1,3,2,9
490,70,1,1,2,2,2,1,1,2,3,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,1,9
491,58,2,0,0,0,0,0,1,2,3,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,2,9
492,80,2,0,0,0,0,0,2,1,1,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,3,2,9
493,59,2,0,0,0,0,0,1,4,3,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,0,1,U,1,3,1,9
494,50,1,1,2,2,1,1,1,2,1,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,1,2,0,2,U,1,3,2,9
495,41,1,3,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,5,1,U,1,3,2,9
496,12,1,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,3,1,9
497,82,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,3,1,9
498,22,2,0,0,0,0,0,1,4,1,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,1,U,1,3,2,9
499,20,1,5,2,2,1,1,1,5,1,2,2,1,1,1,1,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,1,1,4,1,U,1,3,1,9
500,50,1,2,2,2,1,1,1,8,3,1,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,4,1,U,1,3,2,9
501,45,2,0,0,0,0,0,1,1,3,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,6,1,U,1,3,1,9
502,20,1,9,2,2,1,1,1,8,1,2,1,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,3,1,U,1,3,2,9
503,40,1,10,2,2,2,1,1,12,3,1,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,1,U,1,3,2,9
504,98,2,0,0,0,0,0,1,4,3,2,2,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,1,2,2,2,2,2,0,2,U,1,3,1,9
505,46,1,1,2,2,1,1,1,2,1,1,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,0,2,U,1,3,1,9
506,50,2,0,0,0,0,0,1,2,1,2,2,2,1,1,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,3,2,9
507,28,1,10,2,2,1,1,1,12,3,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,1,2,2,5,1,U,1,3,1,9
508,7,2,0,0,0,0,0,1,2,1,2,2,2,1,1,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,3,2,9
509,41,2,0,0,0,0,0,1,2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,2,9
510,18,1,1,2,2,1,1,1,4,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,1,1,2,1,2,2,2,0,2,U,1,3,1,9
511,27,1,4,2,2,1,1,1,12,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,U,1,3,1,9
512,23,1,4,2,2,1,1,1,4,3,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,1,1,2,1,2,2,2,4,1,U,1,3,1,9
513,38,2,0,0,0,0,0,1,3,3,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,0,2,U,1,3,1,9
514,84,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,3,2,9
515,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,3,2,9
516,80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,3,2,9
517,59,2,0,0,0,0,0,2,1,1,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,3,2,9
518,56,2,0,0,0,0,0,3,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,0,2,U,1,3,2,9
519,22,1,4,2,2,1,1,1,7,1,2,1,2,1,2,2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,1,2,0,1,U,1,2,1,9
520,35,1,10,2,2,1,1,1,10,1,1,2,2,1,1,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,1,2,4,1,U,1,2,1,9
521,33,1,1,2,2,1,1,1,3,3,2,1,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,1,4,1,U,1,2,2,9
522,21,2,0,0,0,0,0,1,4,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,4,1,U,1,2,1,9
523,56,2,0,0,0,0,0,1,5,3,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,1,U,1,2,2,9
524,67,2,0,0,0,0,0,1,1,3,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,1,9
525,30,1,4,2,2,1,1,1,10,3,2,1,2,1,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,0,1,U,1,2,1,9
526,65,1,2,2,2,2,1,1,2,1,2,1,2,1,1,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,2,2,9
527,30,1,1,2,2,2,1,1,5,1,1,2,2,1,1,1,2,2,2,1,1,1,2,1,2,2,1,1,2,2,1,2,2,3,2,U,1,3,2,9
528,62,1,1,2,2,1,1,1,3,1,1,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,4,1,U,1,3,2,9
529,23,1,5,2,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,2,0,1,U,1,3,2,9
530,53,1,8,2,2,2,1,1,1,3,2,1,2,1,1,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,U,1,3,1,9
531,36,1,6,2,2,2,1,1,6,3,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,3,1,U,1,3,2,9
532,67,1,5,2,2,1,1,1,5,2,2,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,0,2,U,1,3,1,9
533,58,1,3,2,2,1,1,1,4,3,2,1,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,0,1,U,1,3,2,9
534,13,2,0,0,0,0,0,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,0,2,U,1,3,1,9
535,52,2,0,0,0,0,0,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,2,9
536,64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,3,1,9
537,25,1,10,2,2,1,1,1,12,3,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,4,1,U,1,3,2,9
538,63,1,3,2,2,2,1,1,3,3,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,5,1,U,1,4,1,9
539,33,1,8,2,2,1,1,1,10,3,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,U,1,4,1,9
540,55,1,2,2,2,1,1,1,5,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2,1,2,2,1,U,1,4,2,9
541,57,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,0,2,U,1,4,2,9
542,77,1,8,2,2,2,1,1,8,3,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,2,3,1,U,1,4,1,9
543,50,1,10,2,2,1,1,1,12,3,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,1,9
544,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,3,2,9
545,16,1,2,2,2,1,1,1,8,3,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,6,2,U,1,3,1,9
546,39,2,0,0,0,0,0,1,2,1,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,0,2,U,1,3,1,9
547,78,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,3,1,9
548,66,1,1,2,2,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,1,2,1,2,2,1,2,2,1,2,2,2,0,2,U,1,3,2,9
549,67,1,1,2,2,1,1,1,4,1,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,4,1,U,1,3,1,9
550,69,2,0,0,0,0,0,1,8,1,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,2,9
551,55,2,0,0,0,0,0,2,1,1,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,0,2,U,1,3,2,9
552,36,1,2,2,1,1,1,1,3,1,2,2,1,1,1,2,1,1,2,1,1,1,2,1,2,2,1,2,2,2,2,2,1,4,1,U,1,3,2,9
553,47,1,3,2,2,1,1,1,3,3,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2,1,4,1,U,1,2,1,9
554,30,1,2,2,2,2,1,1,12,3,2,1,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,4,1,U,1,2,2,9
555,62,1,2,2,2,2,1,1,2,1,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,1,9
556,70,2,0,0,0,0,0,1,1,3,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,1,9
557,33,2,0,0,0,0,0,1,6,3,2,2,2,1,2,2,1,1,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,5,1,U,1,2,1,9
558,52,2,0,0,0,0,0,1,2,1,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,0,2,U,1,2,1,9
559,35,2,0,0,0,0,0,1,5,3,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,1,1,2,1,2,2,2,0,2,U,1,2,1,9
560,41,2,0,0,0,0,0,1,1,3,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,6,2,U,1,2,1,9
561,32,2,0,0,0,0,0,1,2,3,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,1,9
562,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,2,9
563,98,1,5,2,2,1,1,1,6,3,1,1,2,1,1,2,2,2,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,0,1,U,1,3,1,9
564,40,1,2,2,2,1,1,1,9,3,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,1,2,2,1,2,1,2,5,1,U,1,3,1,9
565,52,2,0,0,0,0,0,1,4,3,2,2,2,1,1,2,1,2,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,0,1,U,1,3,2,9
566,39,1,3,2,2,2,1,1,10,3,1,1,2,1,2,2,2,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,U,1,3,2,9
567,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,3,2,9
568,62,1,4,2,2,1,1,1,5,3,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,1,9
569,38,1,9,2,2,2,1,1,12,3,1,1,2,1,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,4,1,U,1,2,1,9
570,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,1,9
571,49,1,1,2,2,2,1,1,2,3,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,1,0,2,U,1,2,2,9
572,38,1,8,2,2,1,1,1,12,3,1,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,4,1,U,1,2,1,9
573,10,1,1,2,2,1,1,1,8,3,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,2,2,0,2,U,1,2,2,9
574,50,1,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,1,2,2,2,1,1,2,1,1,2,2,0,2,U,1,2,1,9
575,12,1,2,2,2,1,1,3,1,1,2,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,5,2,U,1,2,1,9
576,24,2,0,0,0,0,0,1,4,3,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,1,2,2,1,1,2,2,0,2,U,1,2,2,9
577,34,1,8,2,2,2,1,1,8,3,2,1,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,1,1,1,2,0,2,U,1,2,1,9
578,81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,3,2,9
579,45,1,12,2,2,1,1,1,12,3,1,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,1,9
580,25,1,1,2,2,1,1,1,7,3,2,1,2,1,1,2,2,2,1,1,1,1,2,1,2,2,1,1,2,1,1,2,2,0,1,U,1,3,1,9
581,42,1,2,2,2,1,1,1,3,3,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,5,1,U,1,3,2,9
582,43,2,0,0,0,0,0,1,4,3,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,1,9
583,73,2,0,0,0,0,0,1,4,3,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,1,9
584,98,1,2,2,2,1,1,1,4,3,2,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,1,9
585,32,1,3,2,2,1,1,1,10,1,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,2,9
586,27,1,6,2,2,1,1,1,5,3,2,1,2,1,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,0,1,U,1,2,1,9
587,44,2,0,0,0,0,0,1,2,1,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,2,9
588,39,1,2,1,2,2,1,1,6,2,1,2,2,1,2,2,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,5,1,U,1,2,1,9
589,59,2,0,0,0,0,0,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,1,9
590,37,1,2,2,2,2,1,1,6,1,1,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,1,2,2,1,2,2,2,0,2,U,1,2,2,9
591,80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,1,9
592,9,1,1,2,2,1,1,1,3,1,1,2,2,1,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,1,2,0,2,U,1,3,2,9
593,56,2,0,0,0,0,0,1,6,3,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,1,2,0,1,U,1,3,2,9
594,75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,3,2,9
595,73,2,0,0,0,0,0,1,2,3,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,2,9
596,61,2,0,0,0,0,0,1,4,3,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,2,9
597,34,1,5,2,2,1,1,1,8,3,1,1,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,2,9
598,49,1,5,2,2,2,1,1,5,3,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,2,9
599,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,2,9
600,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,2,9
601,18,1,3,2,2,1,1,1,8,3,2,1,2,1,1,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,0,2,U,1,3,2,9
602,49,2,0,0,0,0,0,1,5,3,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,0,2,U,1,3,1,9
603,51,1,3,2,1,2,1,1,6,3,2,1,1,1,1,2,1,2,2,1,1,1,2,1,2,2,1,2,2,1,2,2,1,4,1,U,1,3,1,9
604,81,2,0,0,0,0,0,1,5,3,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0,2,U,1,3,2,9
605,37,1,1,2,2,2,1,1,3,3,2,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,5,1,U,1,3,2,9
606,31,1,2,2,2,1,1,1,5,3,2,1,2,1,1,2,2,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2,2,4,2,U,1,2,1,9
607,17,1,4,2,1,1,1,1,7,3,1,2,2,1,1,2,1,2,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,4,2,U,1,2,2,9
608,56,2,0,0,0,0,0,1,8,3,2,2,2,1,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,0,1,U,1,2,2,9
609,63,2,0,0,0,0,0,1,2,3,2,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,1,9
610,56,2,0,0,0,0,0,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,1,9
611,26,2,0,0,0,0,0,1,5,3,2,2,2,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,2,1,2,1,2,0,2,U,1,3,1,9
612,23,1,1,2,2,1,1,1,5,3,2,1,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,1,2,2,0,1,U,1,3,2,9
613,47,2,0,0,0,0,0,1,10,3,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,0,1,U,1,3,1,9
614,64,1,8,2,2,2,1,1,5,3,1,2,2,1,2,2,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,2,9
615,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,2,9
616,62,2,0,0,0,0,0,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,1,9
617,10,2,0,0,0,0,0,1,5,3,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,0,2,U,1,2,2,9
618,33,1,8,2,2,2,1,1,12,3,1,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,0,2,U,1,2,2,9
619,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,2,9
620,43,2,0,0,0,0,0,1,4,3,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,0,2,U,1,3,2,9
621,19,1,1,2,2,1,1,1,5,3,2,1,1,1,1,1,2,2,2,1,1,1,2,1,2,2,1,2,2,1,1,2,2,5,2,U,1,3,1,9
622,32,1,4,2,2,1,1,1,4,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,2,9
623,35,1,2,2,2,1,1,1,5,3,2,1,2,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,4,1,U,1,3,2,9
624,48,2,0,0,0,0,0,1,1,3,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,2,0,2,U,1,3,2,9
625,39,2,0,0,0,0,0,1,6,3,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,0,1,U,1,3,2,9
626,25,1,3,2,2,1,1,1,5,3,2,1,2,1,1,2,2,2,1,1,1,1,2,1,2,2,1,2,2,1,1,2,2,5,1,U,1,3,2,9
627,68,2,0,0,0,0,0,1,3,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,2,9
628,47,2,0,0,0,0,0,1,4,3,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,0,2,U,1,3,2,9
629,22,1,1,2,2,1,1,1,4,3,2,1,2,1,2,2,2,2,2,1,1,1,2,1,2,2,1,1,2,2,1,2,2,0,2,U,1,3,2,9
630,34,2,0,0,0,0,0,1,7,3,2,2,2,1,1,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,2,2,1,3,2,U,1,2,2,9
631,75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,2,9
632,31,1,3,2,2,2,1,1,10,3,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,5,2,U,1,2,1,9
633,44,2,0,0,0,0,0,1,4,3,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,1,9
634,54,2,0,0,0,0,0,1,3,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,2,9
635,25,2,0,0,0,0,0,1,12,3,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,2,9
636,53,1,12,2,2,1,1,1,12,3,1,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1,2,3,2,U,1,2,1,9
637,22,2,0,0,0,0,0,1,4,3,2,2,2,1,1,1,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,U,1,2,1,9
638,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,1,9
639,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,1,9
640,30,1,2,2,2,1,1,1,6,3,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,1,2,1,2,1,1,2,2,0,1,U,1,3,1,9
641,42,1,3,2,2,1,1,1,8,2,2,1,2,1,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,0,2,U,1,3,2,9
642,35,1,2,2,2,1,1,1,6,3,2,1,2,1,1,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,1,2,2,5,2,U,1,3,2,9
643,54,2,0,0,0,0,0,1,5,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,2,9
644,51,2,0,0,0,0,0,1,4,3,2,2,2,1,1,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,2,9
645,66,2,0,0,0,0,0,1,3,3,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,2,9
646,49,2,0,0,0,0,0,1,3,3,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,1,9
647,80,2,0,0,0,0,0,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,1,9
648,17,2,0,0,0,0,0,1,3,3,2,2,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,2,2,1,1,2,2,0,2,U,1,2,2,9
649,42,2,0,0,0,0,0,1,5,3,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,2,9
