num,EDAD,P6_1,P6_5,P6_7_4,P6_7_5,P6_9_4,P6_9_5,P7_3,P7_4,P7_5,P7_6_1,P7_6_2,P7_6_3,P7_6_4,P7_6_5,P7_6_6,P7_8_4,P7_8_5,P7_8_6,P7_8_7,P7_15,P7_16_1,P7_16_2,P7_16_3,P7_16_4,P7_16_5,P7_16_6,P7_16_7,P7_16_8,P7_16_9,P7_16_10,P7_17_1,P7_18_1,P7_23,P7_28,DOMINIO,TLOC,ESTRATO,SEXO,ENT
149,68,1,6,2,2,2,1,1,10,3,2,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0,2,U,1,4,1,9
150,43,1,8,2,2,1,1,1,12,3,2,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,4,1,U,1,4,1,9
151,70,2,0,0,0,0,0,1,3,3,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0,2,U,1,4,2,9
152,53,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,3,1,9
153,9,1,1,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,3,2,9
154,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,3,2,9
155,51,1,6,2,2,2,1,1,9,3,1,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0,2,U,1,3,2,9
156,65,1,4,2,2,2,1,1,3,3,2,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,4,1,U,1,4,1,9
157,61,1,2,2,2,1,1,1,6,3,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,4,2,9
158,37,1,5,2,2,1,1,1,12,3,2,1,2,1,1,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,4,1,U,1,4,1,9
159,62,1,2,2,2,1,1,1,6,3,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,4,2,9
160,40,1,10,2,2,2,1,1,10,3,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,1,2,2,2,2,1,2,4,1,U,1,4,2,9
161,15,1,2,2,2,1,1,1,4,3,1,2,2,1,2,2,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,4,1,9
162,20,1,8,2,2,1,1,1,12,3,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,4,1,U,1,4,1,9
163,30,1,5,2,2,1,1,1,8,3,2,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2,3,1,U,1,4,2,9
164,53,1,12,2,2,1,1,1,10,3,2,1,2,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,4,1,U,1,4,1,9
165,66,2,0,0,0,0,0,1,1,3,2,2,2,1,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,4,2,9
166,48,1,8,2,2,1,1,1,3,3,2,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,4,1,U,1,4,2,9
167,79,2,0,0,0,0,0,1,2,3,2,2,2,1,1,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,4,2,9
168,52,2,0,0,0,0,0,1,3,3,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,2,0,2,U,1,2,1,9
169,26,2,0,0,0,0,0,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,2,9
170,42,1,3,2,2,1,1,1,8,3,2,1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,5,1,U,1,2,2,9
171,53,2,0,0,0,0,0,1,2,3,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,1,9
172,27,2,0,0,0,0,0,1,2,3,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,2,9
173,49,2,0,0,0,0,0,1,1,3,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,1,1,2,6,1,U,1,2,1,9
174,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,1,9
175,46,2,0,0,0,0,0,1,4,3,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,2,9
176,41,2,0,0,0,0,0,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,1,1,2,0,2,U,1,2,2,9
177,44,2,0,0,0,0,0,1,1,3,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,2,9
178,30,1,10,2,2,2,1,1,12,3,1,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,1,1,2,5,1,U,1,2,2,9
179,49,2,0,0,0,0,0,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,1,9
180,44,2,0,0,0,0,0,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,2,9
181,24,2,0,0,0,0,0,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,2,9
182,33,1,5,2,2,1,1,1,5,3,2,1,1,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,1,1,2,3,2,U,1,2,2,9
183,45,2,0,0,0,0,0,1,5,3,2,2,2,1,2,2,1,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,2,9
184,21,1,2,1,2,1,1,1,3,3,2,1,2,1,1,2,1,2,1,1,1,1,2,1,2,2,1,2,1,2,1,1,1,5,1,U,1,2,2,9
185,64,2,0,0,0,0,0,1,2,1,2,2,2,1,1,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,2,2,3,2,U,1,2,1,9
186,32,1,8,2,2,2,1,1,3,3,2,1,2,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,2,3,1,U,1,2,1,9
187,62,1,5,2,2,1,1,1,5,3,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,2,9
188,55,2,0,0,0,0,0,1,2,3,2,2,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,2,2,9
189,28,1,4,2,2,2,1,1,8,3,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0,2,U,1,2,2,9
190,21,1,5,2,2,1,1,1,8,3,2,1,1,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,1,1,2,5,2,U,1,2,2,9
191,39,1,4,2,2,2,1,1,4,3,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,2,0,2,U,1,4,2,9
192,42,2,0,0,0,0,0,1,4,3,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,1,2,0,1,U,1,4,1,9
193,62,1,2,2,1,1,1,1,2,3,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,4,2,9
194,41,1,12,2,2,1,1,1,12,3,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,5,1,U,1,4,1,9
195,32,1,9,2,2,2,1,1,12,3,2,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,4,1,U,1,4,2,9
196,36,1,12,2,2,1,1,1,12,3,2,1,2,1,2,2,2,2,2,1,1,1,2,1,2,2,1,2,2,1,2,2,2,3,1,U,1,4,2,9
197,24,1,4,2,2,1,1,1,6,3,2,1,2,1,1,1,2,2,1,1,1,1,2,1,2,2,1,2,2,2,1,1,2,4,1,U,1,4,1,9
198,35,1,10,2,2,2,1,1,12,3,2,1,2,1,2,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,1,1,2,4,1,U,1,4,2,9
199,80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,4,2,9
200,51,2,0,0,0,0,0,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,2,9
201,63,2,0,0,0,0,0,1,10,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,1,9
202,47,1,8,2,2,2,1,1,6,3,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,4,1,U,1,3,1,9
203,58,2,0,0,0,0,0,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,1,9
204,34,2,0,0,0,0,0,1,3,3,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,1,2,0,2,U,1,3,1,9
205,13,2,0,0,0,0,0,1,12,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,2,2,9
206,52,1,6,2,2,1,1,1,12,3,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,4,2,U,1,2,2,9
207,19,2,0,0,0,0,0,1,4,3,2,2,2,1,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,5,2,U,1,2,2,9
208,36,1,2,2,2,2,1,1,12,3,1,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0,1,U,1,2,1,9
209,68,1,2,2,2,1,1,1,5,3,1,2,2,1,1,2,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,2,2,9
210,41,1,6,2,2,1,1,1,6,3,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,0,2,U,1,2,1,9
211,67,2,0,0,0,0,0,1,2,3,2,2,2,1,2,2,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,2,U,1,2,1,9
212,58,1,2,2,2,1,1,1,12,3,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,5,2,U,1,2,2,9
213,38,1,1,2,2,2,1,1,7,3,1,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,5,1,U,1,3,1,9
214,22,2,0,0,0,0,0,1,5,3,2,2,2,1,2,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,0,2,U,1,3,1,9
215,22,1,2,2,2,1,1,1,12,3,2,1,1,1,1,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,1,2,2,2,1,U,1,3,2,9
216,62,1,8,2,2,1,1,1,8,3,1,2,1,1,2,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,0,2,U,1,3,2,9
217,58,1,8,2,2,1,1,1,2,3,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,4,1,9
218,55,1,5,2,2,2,1,1,12,3,2,1,2,1,2,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,1,1,2,4,1,U,1,4,1,9
219,74,2,0,0,0,0,0,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,4,2,9
220,32,1,12,2,2,2,1,1,12,3,2,1,2,1,1,1,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,4,1,U,1,4,1,9
221,80,1,2,2,2,1,1,1,8,3,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,1,2,2,4,1,U,1,4,1,9
222,76,2,0,0,0,0,0,1,2,3,2,2,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,4,2,9
223,69,1,12,2,2,2,1,1,8,3,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,3,1,U,1,4,1,9
224,45,1,10,2,2,1,1,1,8,3,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,1,U,1,4,2,9
225,32,1,6,2,2,1,1,1,8,3,1,1,2,1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,0,1,U,1,4,2,9
226,52,1,3,2,2,2,1,1,4,3,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,2,9
227,34,1,12,2,2,2,1,1,2,3,2,1,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,3,2,U,1,3,1,9
228,15,1,3,2,2,1,1,1,6,3,2,2,1,1,1,2,1,2,1,1,1,2,2,2,2,2,1,1,2,2,1,1,2,0,2,U,1,3,1,9
229,60,1,6,2,2,1,1,1,8,3,1,1,2,1,1,2,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,0,2,U,1,3,1,9
230,46,1,12,2,2,2,1,1,12,3,2,1,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,2,2,1,2,2,2,3,1,U,1,3,2,9
231,76,2,0,0,0,0,0,2,1,3,2,2,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,2,U,1,3,1,9
232,76,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,3,1,9
233,42,2,0,0,0,0,0,1,3,2,2,2,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,3,1,9
234,52,2,0,0,0,0,0,1,3,1,2,2,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,3,2,9
235,56,1,2,2,2,1,1,1,12,3,1,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,4,2,U,1,3,1,9
236,41,1,2,2,2,1,1,1,1,3,2,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,5,1,U,1,2,2,9
237,13,2,0,0,0,0,0,1,8,1,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,1,2,2,0,2,U,1,2,2,9
238,17,2,0,0,0,0,0,1,5,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,2,1,1,2,2,0,2,U,1,2,2,9
239,50,1,8,2,2,1,1,1,12,3,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,2,9
240,36,1,10,2,2,1,1,1,10,3,1,1,1,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,4,1,U,1,2,2,9
241,24,1,12,2,2,2,1,1,8,3,1,1,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,0,2,U,1,2,1,9
242,23,1,4,2,2,1,1,1,10,3,1,2,2,1,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,6,2,U,1,2,1,9
243,61,1,1,2,2,1,1,1,1,3,2,1,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,1,9
244,31,1,9,2,2,2,1,1,12,3,1,2,2,1,1,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,1,2,4,2,U,1,2,1,9
245,33,1,10,2,2,1,1,1,12,3,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,4,2,U,1,2,1,9
246,48,1,1,1,2,1,1,1,6,3,1,2,2,1,2,2,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,2,2,9
247,30,2,0,0,0,0,0,1,10,3,2,2,2,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,3,1,U,1,2,2,9
248,30,1,3,2,2,2,1,1,12,3,2,1,2,1,1,2,2,2,1,1,1,1,2,1,2,2,1,2,2,1,1,2,1,4,1,U,1,2,2,9
249,47,1,6,2,2,2,1,1,10,2,1,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,1,U,1,3,1,9
250,59,1,10,2,2,1,1,1,12,3,1,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2,0,2,U,1,3,1,9
251,64,1,2,2,2,1,1,1,6,3,1,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,0,2,U,1,3,1,9
252,36,2,0,0,0,0,0,1,3,3,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,2,1,2,2,2,2,2,2,3,1,U,1,3,1,9
253,74,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,3,2,9
254,17,2,0,0,0,0,0,1,4,1,2,2,2,1,2,2,2,1,1,2,1,1,2,1,2,2,1,2,2,1,2,2,2,0,2,U,1,2,1,9
255,58,2,0,0,0,0,0,1,4,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,6,1,U,1,2,2,9
256,6,1,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,2,2,9
257,22,2,0,0,0,0,0,1,12,3,2,2,2,1,2,2,2,2,1,1,1,1,2,1,2,2,1,1,2,1,1,2,2,0,2,U,1,2,1,9
258,15,1,2,2,1,2,1,1,4,1,1,2,2,1,2,2,2,1,1,2,1,1,2,1,2,2,1,2,2,1,1,1,2,5,1,U,1,2,1,9
259,63,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,4,2,9
260,48,2,0,0,0,0,0,1,6,3,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,4,2,9
261,30,1,8,2,2,2,1,1,12,3,1,1,1,1,2,2,2,2,2,1,1,1,2,1,2,2,1,2,2,1,2,2,2,4,1,U,1,4,2,9
262,40,1,2,2,2,2,1,1,7,3,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,2,3,1,U,1,4,1,9
263,29,2,0,0,0,0,0,1,8,3,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,2,1,1,1,2,4,1,U,1,4,1,9
264,67,1,4,2,2,2,1,1,2,3,1,1,1,1,1,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,4,2,U,1,4,2,9
265,8,1,1,2,2,1,1,2,1,9,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,0,2,U,1,3,2,9
266,29,1,8,2,2,1,1,1,7,3,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,4,1,U,1,3,2,9
267,42,1,1,2,2,1,1,1,4,3,1,1,2,1,1,2,2,2,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,0,2,U,1,3,1,9
268,30,1,9,2,2,2,1,1,8,3,1,1,1,1,1,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,2,2,1,4,2,U,1,3,2,9
269,80,2,0,0,0,0,0,1,6,2,2,2,2,1,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,1,0,2,U,1,4,1,9
270,33,1,12,2,2,1,1,1,5,3,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,2,1,1,2,1,2,2,2,4,1,U,1,4,1,9
271,44,2,0,0,0,0,0,1,12,3,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,4,2,9
272,58,1,5,2,2,1,1,1,4,3,1,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,1,1,2,1,2,2,2,4,1,U,1,4,1,9
273,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,2,9
274,75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,1,9
275,57,2,0,0,0,0,0,1,1,3,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,0,2,U,1,2,2,9
276,60,2,0,0,0,0,0,1,8,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,0,2,U,1,2,2,9
277,31,1,6,2,2,2,1,1,4,3,2,1,2,1,1,2,2,2,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,0,1,U,1,2,2,9
278,60,2,0,0,0,0,0,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,2,9
279,67,1,3,2,2,1,1,1,1,3,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,0,2,U,1,2,1,9
280,68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,1,9
281,30,1,3,2,2,1,1,1,8,3,2,1,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,4,1,U,1,2,2,9
282,24,2,0,0,0,0,0,1,12,2,2,2,2,1,2,2,2,2,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,2,1,U,1,2,1,9
283,75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,3,1,9
284,65,2,0,0,0,0,0,1,1,1,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,0,2,U,1,3,1,9
285,44,1,5,2,2,1,1,1,8,3,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,1,1,1,2,2,1,2,2,4,2,U,1,3,1,9
286,47,1,8,2,2,2,1,1,12,3,1,2,2,1,1,2,1,2,2,2,1,1,2,1,2,2,1,1,2,2,1,1,2,0,2,U,1,2,1,9
287,46,2,0,0,0,0,0,1,3,3,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,0,2,U,1,2,1,9
288,57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,2,9
289,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,2,9
290,62,1,1,2,2,1,1,1,2,3,2,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,0,2,U,1,2,2,9
291,30,1,6,2,2,1,1,1,1,3,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,U,1,2,1,9
292,82,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,1,9
293,73,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,2,9
294,64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,3,1,9
295,60,1,8,2,2,1,1,1,2,3,2,2,1,1,1,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,1,1,2,0,2,U,1,3,1,9
296,49,1,3,2,2,1,1,1,3,3,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,1,1,2,2,0,2,U,1,3,1,9
297,21,2,0,0,0,0,0,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,1,1,2,2,1,2,2,4,2,U,1,3,2,9
298,47,2,0,0,0,0,0,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,0,2,U,1,3,2,9
299,60,1,2,2,2,2,1,1,6,3,2,1,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,1,2,2,0,2,U,1,3,1,9
300,17,1,4,1,2,1,1,1,3,3,1,2,2,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,2,2,1,1,2,0,2,U,1,3,1,9
301,57,1,4,2,2,1,1,1,4,3,1,1,2,1,1,2,1,2,2,1,1,1,1,1,2,2,1,2,2,2,1,1,2,2,1,U,1,3,2,9
302,31,1,6,2,2,2,1,1,8,3,2,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,4,1,U,1,2,1,9
303,26,1,4,2,2,1,1,1,4,3,2,1,2,1,1,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,4,1,U,1,2,1,9
304,50,2,0,0,0,0,0,1,2,3,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,1,9
305,23,1,5,1,2,1,1,1,12,3,1,2,2,1,1,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,2,1,2,5,1,U,1,2,2,9
306,17,2,0,0,0,0,0,1,4,3,2,2,2,1,2,2,1,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,0,2,U,1,2,2,9
307,27,2,0,0,0,0,0,1,2,3,2,2,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,1,2,0,1,U,1,2,1,9
308,98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,1,9
309,19,1,1,2,2,2,1,1,2,3,1,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,1,2,0,2,U,1,2,2,9
310,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,1,9
311,40,1,3,2,2,1,1,1,3,3,2,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,4,1,U,1,2,1,9
312,14,2,0,0,0,0,0,1,5,1,2,2,2,1,2,2,1,2,2,2,1,1,2,1,2,2,1,2,2,2,1,1,2,0,1,U,1,2,1,9
313,72,2,0,0,0,0,0,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,U,1,2,2,9
314,80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U,1,2,1,9
315,12,1,4,2,2,1,1,1,4,1,2,1,2,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,U,1,2,1,9
